index,detected,Oval,Rectangle,Round,Square
55,True,0.20731366291973707,0.12352440185643132,0.36438362975567185,0.3047783054681598
56,True,0.2488682793620765,0.06847064481572172,0.3559194674669461,0.3267416083552557
57,True,0.20872393101945397,0.04292933295260194,0.42191486632502545,0.3264318697029187
58,False,,,,
59,True,0.39310271666228075,0.022541525867286607,0.2864759555637703,0.29787980190666236
60,True,0.23498071436973597,0.1889604483417251,0.2994383998422123,0.27662043744632664
61,False,,,,
62,True,0.2793666990070638,0.04497179966941196,0.36819584748387146,0.3074656538396527
63,False,,,,
64,True,0.2552790293822608,0.07636813258182049,0.3476048616947782,0.3207479763411405
65,True,0.3265738897491492,0.012506190709521213,0.3645958762003083,0.29632404334102114
66,True,0.2309113930874273,0.31726637727349877,0.21526915237331723,0.2365530772657567
67,True,0.20868076645899522,0.053549649677092845,0.4039271256583255,0.3338424582055863
68,True,0.24584305746594334,0.034582158562022125,0.3881040523363857,0.33147073163564883
69,True,0.23540592220802087,0.14900221717283907,0.30630432730071405,0.3092875333184261
70,True,0.2822753092000247,0.06387494611262855,0.33683879891082685,0.3170109457765199
71,True,0.29695071136587037,0.03410922384713155,0.3444185655465742,0.32452149924042395
72,False,,,,
73,True,0.246747712921937,0.03446603114349274,0.40374041846484154,0.3150458374697287
74,True,0.22113748588577728,0.10609978036711941,0.3680317837154578,0.3047309500316454
75,True,0.07338644623466417,0.7757684961881154,0.06551638937653967,0.08532866820068094
76,True,0.31701448077410005,0.04150267146923568,0.34738106501043686,0.29410178274622745
77,True,0.19187697315298397,0.038177403817032204,0.44142050387706305,0.3285251191529208
78,False,,,,
79,True,0.24514350836020274,0.022543110975183005,0.4059239741019293,0.32638940656268506
80,True,0.25239633385277754,0.0539253348424334,0.3786758636054947,0.3150024676992944
81,False,,,,
82,True,0.2507747287015342,0.07915780626307449,0.3696955846374623,0.300371880397929
83,True,0.4193602712607484,0.010617128040970515,0.28722473784162184,0.28279786285665925
84,True,0.5236763852136685,0.05142558834268574,0.18667783915353275,0.23822018729011293
85,True,0.2791979363779565,0.028085846915568893,0.3648350799475196,0.3278811367589549
86,True,0.2687453153114221,0.029020333820007894,0.3735693735874103,0.3286649772811597
87,True,0.17656026823788465,0.14214748662731197,0.3580485833520699,0.32324366178273356
88,True,0.35509096474714874,0.16404542854098667,0.23167321317067247,0.249190393541192
89,True,0.29405309795962215,0.06688449399222575,0.3238917201437153,0.3151706879044369
90,True,0.3589708710996343,0.024775974728245272,0.31856605426295365,0.2976870999091667
91,True,0.2454393771009181,0.006046991178417256,0.40048176768138954,0.3480318640392752
92,True,0.35958652570172156,0.11543145658673443,0.2501255628614647,0.27485645485007937
93,True,0.4667614242448269,0.04117422531522588,0.22433202161050778,0.26773232882943937
94,True,0.7404740269856812,0.013857373202032909,0.11966949664439226,0.12599910316789364
95,True,0.3432204751794413,0.07504979068949173,0.3020845116688924,0.2796452224621745
96,True,0.1739311498788462,0.10085733469615317,0.40074953002705466,0.32446198539794596
97,True,0.49804951452197865,0.05239359760849187,0.20137106991146195,0.24818581795806746
98,True,0.30775350968211485,0.15053562489841693,0.2595981524965819,0.28211271292288637
99,True,0.31493845768094164,0.05808371387388429,0.3344507692055789,0.29252705923959516
100,True,0.191922893732115,0.4295354596153818,0.180055759118452,0.1984858875340511
101,True,0.39040215355927205,0.013608198181648583,0.292794692173847,0.30319495608523234
102,True,0.24533227662693716,0.06020348871322198,0.3865759301439664,0.30788830451587434
